"","row","url","Latitude","Longitude","Address","PlugCount","PlugType","PlugPower","StationCount","AvailableCount","InUseCount","UnavailCount","ChargNetwork","DatePull"
"87",87,"https://www.plugshare.com/location/560581","['41.713302511989255']","['-72.22009473247147']","['1051 Main St, Willimantic, CT 06226 ']","['4 Plugs']","['J-1772']","['7.68 kW']","['4 Stations']","['3']","['0']","['0']","['EvGateway']","Sat Jun 07 2025 12:37:29 GMT-0400 (Eastern Daylight Time)"
"88",88,"https://www.plugshare.com/location/478857","['41.492354269965716']","['-73.0787213027658']","['704 Rubber Ave, Naugatuck, CT 06770 ']","['2 Plugs']","['J-1772']","['7.2 kW']","['2 Stations']","['0']","['0']","['2']","['EvGateway']","Sat Jun 07 2025 11:29:23 GMT-0400 (Eastern Daylight Time)"
"89",89,"https://www.plugshare.com/location/547875","['41.725015']","['-73.475887']","['17 Old Barn Rd, Kent, CT 06757, USA ']","['4 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['2']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 11:57:46 GMT-0400 (Eastern Daylight Time)"
"90",90,"https://www.plugshare.com/location/638024","['41.14298000820499']","['-73.25665760978698']","['78 Unquowa Pl, Fairfield, CT 06824, USA ']","['8 Plugs']","['J-1772']","['16.6 kW']","['8 Stations']","['6']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 11:57:02 GMT-0400 (Eastern Daylight Time)"
"91",91,"https://www.plugshare.com/location/52885","['41.251801']","['-73.017784']","['550 Boston Post Rd, Orange, CT 06477, USA ']","['1 Plug', '1 Plug']","['CCS1', 'CHAdeMO']","['50 kW', '50 kW']","['1 Station', '1 Station']","['0', '0']","['0', '0']","['1', '1']","['EVgo', 'EVgo']","Sat Jun 07 2025 11:28:40 GMT-0400 (Eastern Daylight Time)"
"92",92,"https://www.plugshare.com/location/508560","['41.85203442089104']","['-72.81493462622166']","['397 Hopmeadow St, Weatogue, CT 06089, USA ']","['2 Plugs']","['J-1772']","['7.68 kW']","['2 Stations']","['1']","['0']","['1']","['EvGateway']","Sat Jun 07 2025 12:41:29 GMT-0400 (Eastern Daylight Time)"
"93",93,"https://www.plugshare.com/location/340776","['41.786699']","['-72.743288']","['2432 Albany Ave, West Hartford, CT 06117, USA ']","['2 Plugs']","['J-1772']","['9.6 kW']","['2 Stations']","['1']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 11:36:54 GMT-0400 (Eastern Daylight Time)"
"94",94,"https://www.plugshare.com/location/642896","['41.11150574342833']","['-73.42106110912322']","['34 Maple St, Norwalk, CT 06850, USA ']","['12 Plugs']","['J-1772']","['11.5 kW']","['12 Stations']","['12']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 11:51:21 GMT-0400 (Eastern Daylight Time)"
"95",95,"https://www.plugshare.com/location/608863","['41.584912224528885']","['-73.07589159672672']","['Watertown Ave @ Rosette St, Waterbury, CT 06708, USA ']","['6 Plugs']","['J-1772']","['11.52 kW']","['6 Stations']","['6']","['0']","['0']","['Red E']","Sat Jun 07 2025 12:11:12 GMT-0400 (Eastern Daylight Time)"
"96",96,"https://www.plugshare.com/location/638572","['41.83625']","['-72.92784']","['3 Cherry Brook Rd, Canton, CT 06019, USA ']","['6 Plugs']","['J-1772']","['11.5 kW']","['6 Stations']","['6']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 11:59:40 GMT-0400 (Eastern Daylight Time)"
"97",97,"https://www.plugshare.com/location/638562","['41.36525']","['-73.14191']","['336 Roosevelt Dr, Seymour, CT 06483, USA ']","['2 Plugs']","['J-1772']","['13.3 kW']","['2 Stations']","['2']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 11:38:58 GMT-0400 (Eastern Daylight Time)"
"98",98,"https://www.plugshare.com/location/468270","['41.818507']","['-73.088714']","['1448 E Main St, Torrington, CT 06790, USA ']","['2 Plugs', '2 Plugs']","['CHAdeMO', 'CCS1']","['125 kW', '125 kW']","['2 Stations', '2 Stations']","['1', '1']","['1', '1']","['0', '0']","['ChargePoint', 'ChargePoint']","Sat Jun 07 2025 12:06:14 GMT-0400 (Eastern Daylight Time)"
"99",99,"https://www.plugshare.com/location/508554","['41.80434991183454']","['-72.81728219346022']","['279 Avon Mountain Rd, Avon, CT 06001, USA ']","['2 Plugs']","['J-1772']","['7.68 kW']","['2 Stations']","['2']","['0']","['0']","['EvGateway']","Sat Jun 07 2025 12:36:36 GMT-0400 (Eastern Daylight Time)"
"100",100,"https://www.plugshare.com/location/810961","['41.345482']","['-73.054042']","['10 Deerfield Road, Ansonia 06401 ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['2']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 12:27:44 GMT-0400 (Eastern Daylight Time)"
"101",101,"https://www.plugshare.com/location/477983","['41.1412705']","['-73.423911']","['380 Main Avenue, Norwalk, CT 06851, USA ']","['2 Plugs']","['J-1772']","['9.6 kW']","['2 Stations']","['1']","['0']","['0']","['Shell Recharge']","Sat Jun 07 2025 12:26:55 GMT-0400 (Eastern Daylight Time)"
"102",102,"https://www.plugshare.com/location/543827","['41.299954']","['-72.931759']","['10 Amistad St, New Haven, CT 06519, USA ']","['6 Plugs']","['J-1772']","['6.48 kW']","['3 Stations']","['3']","['3']","['0']","['ChargePoint']","Sat Jun 07 2025 12:02:43 GMT-0400 (Eastern Daylight Time)"
"103",103,"https://www.plugshare.com/location/352111","['41.54907011366775']","['-73.02388859755327']","['GXXG+JF Waterbury, CT, USA ']","['8 Plugs']","['J-1772']","['9.6 kW']","['8 Stations']","['5']","['3']","['0']","['Shell Recharge']","Sat Jun 07 2025 12:24:10 GMT-0400 (Eastern Daylight Time)"
"104",104,"https://www.plugshare.com/location/585669","['41.352777']","['-72.070638']","['295 Meridian St, Groton, CT 06340, USA ']","['4 Plugs']","['J-1772']","['6.48 kW']","['2 Stations']","['4']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 11:45:26 GMT-0400 (Eastern Daylight Time)"
"105",105,"https://www.plugshare.com/location/137155","['41.462085']","['-72.82293']","['343 North Cherry St, Wallingford 06492 ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['2']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 11:33:23 GMT-0400 (Eastern Daylight Time)"
"106",106,"https://www.plugshare.com/location/8974","['41.811322']","['-72.262214']","['31 LeDoyt Rd, Storrs, CT 06268, USA ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['2']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 11:27:28 GMT-0400 (Eastern Daylight Time)"
"107",107,"https://www.plugshare.com/location/486828","['41.88643403177108']","['-72.46591171163941']","['128 West Rd, Ellington, CT 06029, USA ']","['2 Plugs', '2 Plugs', '4 Plugs']","['CCS1', 'NACS (Tesla)', 'J-1772']","['125 kW', '125 kW', '6.48 kW']","['2 Stations', '2 Stations', '2 Stations']","['2', '2', '2']","['0', '0', '2']","['0', '0', '0']","['ChargePoint', 'ChargePoint', 'ChargePoint']","Sat Jun 07 2025 11:34:29 GMT-0400 (Eastern Daylight Time)"
"108",108,"https://www.plugshare.com/location/333068","['41.541143']","['-72.989899']","['133 Schraffts Dr, Waterbury 06705 ']","['1 Plug', '2 Plugs']","['CCS1', 'J-1772']","['24 kW', '6.48 kW']","['1 Station', '1 Station']","['0', '1']","['0', '1']","['0', '0']","['', 'ChargePoint']","Sat Jun 07 2025 12:28:51 GMT-0400 (Eastern Daylight Time)"
"109",109,"https://www.plugshare.com/location/637850","['41.521089640568064']","['-72.76458323677063']","['211 Pomeroy Ave, Meriden, CT 06450, USA ']","['9 Plugs']","['J-1772']","['11.5 kW']","['9 Stations']","['1']","['4']","['0']","['AmpUp']","Sat Jun 07 2025 12:26:42 GMT-0400 (Eastern Daylight Time)"
"110",110,"https://www.plugshare.com/location/495296","['41.02133']","['-73.628279']","['144 Railroad Ave, Greenwich, CT 06830, USA ']","['1 Plug', '2 Plugs']","['CCS1', 'J-1772']","['50 kW', '19.2 kW']","['1 Station', '2 Stations']","['1', '0']","['0', '2']","['0', '0']","['EV Connect', 'EV Connect']","Sat Jun 07 2025 11:58:09 GMT-0400 (Eastern Daylight Time)"
"111",111,"https://www.plugshare.com/location/87603","['41.764014']","['-73.070286']","['100 Bentley Dr, Harwinton, CT 06791, USA ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['2']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 12:21:14 GMT-0400 (Eastern Daylight Time)"
"112",112,"https://www.plugshare.com/location/569451","['41.77433987075107']","['-72.67167196931152']","['300 Windsor Street, Hartford 6120 ']","['6 Plugs']","['J-1772']","['16.64 kW']","['3 Stations']","['3']","['1']","['2']","['Blink']","Sat Jun 07 2025 11:37:03 GMT-0400 (Eastern Daylight Time)"
"113",113,"https://www.plugshare.com/location/122252","['41.87883259402574']","['-72.46493189193089']","['84 West Rd, Ellington, CT 06029, USA ']","['6 Plugs', '2 Plugs']","['J-1772', 'CCS1']","['19.2 kW', '180 kW']","['6 Stations', '1 Station']","['6', '2']","['0', '0']","['0', '0']","['ViaLynk', 'ViaLynk']","Sat Jun 07 2025 12:03:22 GMT-0400 (Eastern Daylight Time)"
"114",114,"https://www.plugshare.com/location/564113","['41.544071980617176']","['-72.95504257402712']","['50 Hazel Dr, Cheshire, CT 06410, USA ']","['12 Plugs']","['J-1772']","['9.984 - 13.312 kW']","['6 Stations']","['12']","['0']","['0']","['Blink']","Sat Jun 07 2025 11:50:11 GMT-0400 (Eastern Daylight Time)"
"115",115,"https://www.plugshare.com/location/554696","['41.67202171401713']","['-72.90624889022801']","['238 Broad St, Bristol, CT 06010, USA ']","['6 Plugs', '6 Plugs', '12 Plugs']","['CHAdeMO', 'CCS1', 'J-1772']","['62.5 kW', '62 kW', '6.48 kW']","['6 Stations', '6 Stations', '6 Stations']","['5', '5', '11']","['1', '1', '1']","['0', '0', '0']","['ChargePoint', 'ChargePoint', 'ChargePoint']","Sat Jun 07 2025 11:24:31 GMT-0400 (Eastern Daylight Time)"
"116",116,"https://www.plugshare.com/location/642939","['41.36649']","['-72.21128']","['125 Boston Post Rd, East Lyme, CT 06333, USA ']","['2 Plugs']","['J-1772']","['33.2 kW']","['2 Stations']","['2']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 12:18:41 GMT-0400 (Eastern Daylight Time)"
"117",117,"https://www.plugshare.com/location/286482","['41.352483']","['-72.38978']","['12 Main St, Essex, CT 06426, USA ']","['2 Plugs']","['J-1772']","['7.6 kW']","['2 Stations']","['2']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 12:06:24 GMT-0400 (Eastern Daylight Time)"
"118",118,"https://www.plugshare.com/location/619054","['41.310626']","['-72.939152']","['206 Day St, New Haven, CT 06511 ']","['4 Plugs']","['J-1772']","['6.48 kW']","['2 Stations']","['4']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 11:32:25 GMT-0400 (Eastern Daylight Time)"
"119",119,"https://www.plugshare.com/location/638973","['41.71711567528279']","['-72.60440180118432']","['53 Salmon Brook Dr, Glastonbury, CT 06033, USA ']","['6 Plugs']","['J-1772']","['9.6 kW']","['6 Stations']","['6']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 11:16:52 GMT-0400 (Eastern Daylight Time)"
"120",120,"https://www.plugshare.com/location/642477","['41.35388']","['-73.01202']","['10 Newton Rd, Woodbridge, CT 06525, USA ']","['2 Plugs']","['J-1772']","['9.6 kW']","['2 Stations']","['1']","['0']","['1']","['AmpUp']","Sat Jun 07 2025 11:39:07 GMT-0400 (Eastern Daylight Time)"
"121",121,"https://www.plugshare.com/location/711801","['41.81887895665743']","['-73.08272536844015']","['931 Torringford St, Torrington, CT 06790, USA ']","['2 Plugs']","['J-1772']","['9.6 kW']","['2 Stations']","['2']","['0']","['0']","['Shell Recharge']","Sat Jun 07 2025 11:16:47 GMT-0400 (Eastern Daylight Time)"
"122",122,"https://www.plugshare.com/location/747743","['41.162221353301675']","['-73.22446804662704']","['585 Ellsworth St, Bridgeport, CT 06605 ']","['4 Plugs']","['J-1772']","['9.6 kW']","['4 Stations']","['4']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 11:57:08 GMT-0400 (Eastern Daylight Time)"
"123",123,"https://www.plugshare.com/location/354128","['41.67273333281089']","['-72.71433845767211']","['2800 Berlin Turnpike, Newington, CT 06111, USA ']","['20 Plugs']","['J-1772']","['9.6 kW']","['20 Stations']","['19']","['1']","['0']","['AmpUp']","Sat Jun 07 2025 11:32:34 GMT-0400 (Eastern Daylight Time)"
"124",124,"https://www.plugshare.com/location/56250","['41.659294']","['-72.367928']","['15 Gilead St, Hebron, CT 06248, USA ']","['4 Plugs']","['J-1772']","['20 kW']","['4 Stations']","['4']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 12:24:13 GMT-0400 (Eastern Daylight Time)"
"125",125,"https://www.plugshare.com/location/522144","['41.940526']","['-71.966698']","['29 Plaine Hill Rd, Woodstock, CT 06281, USA ']","['4 Plugs']","['J-1772']","['7.2 kW']","['4 Stations']","['4']","['0']","['0']","['FLO']","Sat Jun 07 2025 11:17:53 GMT-0400 (Eastern Daylight Time)"
"126",126,"https://www.plugshare.com/location/300480","['41.11693']","['-73.407412']","['93 East Ave, Norwalk, CT 06851, USA ']","['2 Plugs']","['J-1772']","['16.6 kW']","['2 Stations']","['1']","['1']","['0']","['AmpUp']","Sat Jun 07 2025 12:18:03 GMT-0400 (Eastern Daylight Time)"
"127",127,"https://www.plugshare.com/location/58724","['41.953497']","['-72.302846']","['1 Main St, Stafford Springs, CT 06076, USA ']","['2 Plugs']","['J-1772']","['9.6 kW']","['2 Stations']","['2']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 12:26:02 GMT-0400 (Eastern Daylight Time)"
"128",128,"https://www.plugshare.com/location/734592","['41.35687300001145']","['-72.07601252943277']","['126 Meridian St, Groton, CT 06340, USA ']","['2 Plugs']","['J-1772']","['19.2 kW']","['1 Station']","['1']","['1']","['0']","['ChargePoint']","Sat Jun 07 2025 11:35:00 GMT-0400 (Eastern Daylight Time)"
"129",129,"https://www.plugshare.com/location/660698","['41.828489']","['-72.552577']","['1550 Sullivan Ave, South Windsor, CT 06074 ']","['2 Plugs']","['J-1772']","['19.2 kW']","['1 Station']","['2']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 11:26:09 GMT-0400 (Eastern Daylight Time)"
"130",130,"https://www.plugshare.com/location/463628","['41.393837']","['-73.512289']","['104 Mill Plain Rd, Danbury, CT 06811, USA ']","['8 Plugs']","['J-1772']","['6.48 kW']","['2 Stations']","['3']","['1']","['4']","['ChargePoint']","Sat Jun 07 2025 12:15:43 GMT-0400 (Eastern Daylight Time)"
"131",131,"https://www.plugshare.com/location/611067","['41.70036656306884']","['-72.0835367288354']","['21 Brook Rd, Scotland, CT 06264, USA ']","['2 Plugs']","['J-1772']","['6.656 kW']","['1 Station']","['2']","['0']","['0']","['Blink']","Sat Jun 07 2025 12:02:46 GMT-0400 (Eastern Daylight Time)"
"132",132,"https://www.plugshare.com/location/164019","['41.759898']","['-72.678091']","['261 Hudson St, Hartford, CT  06106, United States ']","['2 Plugs']","['J-1772']","['9.6 kW']","['2 Stations']","['1']","['1']","['0']","['AmpUp']","Sat Jun 07 2025 12:26:22 GMT-0400 (Eastern Daylight Time)"
"133",133,"https://www.plugshare.com/location/631268","['41.44444037331029']","['-72.82952421372813']","['406 S Orchard St, Wallingford, CT 06492, USA ']","['1 Plug']","['J-1772']","['13.5 kW']","['1 Station']","['1']","['0']","['0']","['Blink']","Sat Jun 07 2025 11:43:22 GMT-0400 (Eastern Daylight Time)"
"134",134,"https://www.plugshare.com/location/189314","['41.322321']","['-72.929326']","['276 Winchester Ave, New Haven, CT 06511, USA ']","['8 Plugs']","['J-1772']","['6.48 kW']","['4 Stations']","['6']","['2']","['0']","['ChargePoint']","Sat Jun 07 2025 11:19:16 GMT-0400 (Eastern Daylight Time)"
"135",135,"https://www.plugshare.com/location/379461","['41.383892']","['-73.531862']","['100 Reserve Rd, Danbury 06810 ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['1']","['1']","['0']","['ChargePoint']","Sat Jun 07 2025 11:33:14 GMT-0400 (Eastern Daylight Time)"
"136",136,"https://www.plugshare.com/location/706668","['41.078344']","['-73.428943']","['360 Dr Martin Luther King Jr Dr, Norwalk 06854 ']","['12 Plugs']","['J-1772']","['16.64 kW']","['12 Stations']","['12']","['0']","['0']","['FLO']","Sat Jun 07 2025 12:41:15 GMT-0400 (Eastern Daylight Time)"
"137",137,"https://www.plugshare.com/location/731637","['41.054975']","['-73.526846']","['821 East main St, Stamford, CT 06902, USA ']","['8 Plugs']","['J-1772']","['6.24 - 7.2 kW']","['8 Stations']","['7']","['1']","['0']","['FLO']","Sat Jun 07 2025 12:18:10 GMT-0400 (Eastern Daylight Time)"
"138",138,"https://www.plugshare.com/location/603720","['41.785477']","['-72.62344']","['17 Columbus Cir, East Hartford, CT 06108, USA ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['2']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 11:33:13 GMT-0400 (Eastern Daylight Time)"
"139",139,"https://www.plugshare.com/location/469416","['41.681652']","['-71.91187']","['582 Norwich Rd, Plainfield, CT 06374, USA ']","['2 Plugs']","['J-1772']","['13.3 kW']","['2 Stations']","['2']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 11:44:22 GMT-0400 (Eastern Daylight Time)"
"140",140,"https://www.plugshare.com/location/67273","['41.81947924626444']","['-72.86785170634427']","['40 Albany Turnpike, Canton, CT 06019, USA ']","['1 Plug', '1 Plug', '1 Plug']","['J-1772', 'CCS1', 'CHAdeMO']","['6.48 kW', '125 kW', '125 kW']","['1 Station', '1 Station', '1 Station']","['1', '1', '1']","['0', '0', '0']","['0', '0', '0']","['ChargePoint', 'ChargePoint', 'ChargePoint']","Sat Jun 07 2025 11:19:46 GMT-0400 (Eastern Daylight Time)"
"141",141,"https://www.plugshare.com/location/810967","['41.341896']","['-73.080369']","['20 W Main St, Ansonia, CT 06401, USA ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['1']","['1']","['0']","['ChargePoint']","Sat Jun 07 2025 12:04:41 GMT-0400 (Eastern Daylight Time)"
"142",142,"https://www.plugshare.com/location/638034","['41.31039']","['-72.92173']","['65 Grove Street, New Haven 06510 ']","['4 Plugs']","['J-1772']","['13.3 kW']","['4 Stations']","['4']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 11:17:53 GMT-0400 (Eastern Daylight Time)"
"143",143,"https://www.plugshare.com/location/610064","['41.145242758992914']","['-73.36004640352904']","['110 Myrtle Avenue, Westport, CT 06880, USA ']","['2 Plugs']","['J-1772']","['6.24 kW']","['2 Stations']","['2']","['0']","['0']","['Blink']","Sat Jun 07 2025 12:23:20 GMT-0400 (Eastern Daylight Time)"
"144",144,"https://www.plugshare.com/location/733663","['41.505608']","['-72.897872']","['64 E Mitchell Ave, Cheshire, CT 06410 ']","['4 Plugs']","['J-1772']","['6.48 kW']","['2 Stations']","['3']","['1']","['0']","['ChargePoint']","Sat Jun 07 2025 11:22:54 GMT-0400 (Eastern Daylight Time)"
"145",145,"https://www.plugshare.com/location/638023","['41.7302692293717']","['-72.7520199705696']","['8 Berkshire Rd, West Hartford, CT 06110, USA ']","['2 Plugs']","['J-1772']","['16.6 kW']","['2 Stations']","['2']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 12:19:39 GMT-0400 (Eastern Daylight Time)"
"146",146,"https://www.plugshare.com/location/642460","['41.72633']","['-72.72912']","['60 Woodlawn Street, West Hartford 06110 ']","['10 Plugs']","['J-1772']","['11.5 kW']","['10 Stations']","['8']","['1']","['1']","['AmpUp']","Sat Jun 07 2025 11:22:26 GMT-0400 (Eastern Daylight Time)"
"147",147,"https://www.plugshare.com/location/567252","['41.289875']","['-72.80899']","['205 N Main St, Branford, CT 06405, USA ']","['2 Plugs']","['J-1772']","['12 kW']","['1 Station']","['2']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 11:53:18 GMT-0400 (Eastern Daylight Time)"
"148",148,"https://www.plugshare.com/location/610627","['41.785962264197465']","['-72.66116089305216']","['71 W Service Rd, Hartford, CT 06120, USA ']","['2 Plugs']","['J-1772']","['15.12 kW']","['2 Stations']","['2']","['0']","['0']","['Blink']","Sat Jun 07 2025 12:39:43 GMT-0400 (Eastern Daylight Time)"
