url,Latitude,Longitude,Address,PlugType,PlugPower,StationCount,AvailableCount,InUseCount,UnavailCount,ChargNetwork,DatePull
https://www.plugshare.com/location/122079,"[""41.311088""]","[""-72.916485""]","[""708 State St, New Haven CT 06511, United States ""]","[""J-1772""]","["" kW""]","[""1 Station""]","[""0""]","[""0""]","[""0""]","[""""]",Sun Jun 01 2025 18:00:24 GMT-0400 (Eastern Daylight Time)
https://www.plugshare.com/location/122123,"[""44.177609""]","[""28.654783""]","[""str. Ecaterina Varga nr. 1–20, Constanța 900657‎ ""]","[""Type 2""]","["" kW""]","[""2 Stations""]","[""0""]","[""0""]","[""0""]","[""""]",Sun Jun 01 2025 18:00:27 GMT-0400 (Eastern Daylight Time)
https://www.plugshare.com/location/122228,"[""41.677074""]","[""-72.841428""]","[""4 Metacomet Road, Plainville, CT 06062 ""]","[""J-1772""]","["" kW""]","[""2 Stations""]","[""0""]","[""0""]","[""0""]","[""ChargePoint""]",Sun Jun 01 2025 18:00:30 GMT-0400 (Eastern Daylight Time)
https://www.plugshare.com/location/122252,"[""41.87883259402574""]","[""-72.46493189193089""]","[""84 West Rd, Ellington, CT 06029, USA ""]","[""J-1772"",""CCS1""]","[""19.2 kW"",""180 kW""]","[""6 Stations"",""1 Station""]","[""6"",""2""]","[""0"",""0""]","[""0"",""0""]","[""ViaLynk"",""ViaLynk""]",Sun Jun 01 2025 18:00:33 GMT-0400 (Eastern Daylight Time)
https://www.plugshare.com/location/12305,"[""41.052268""]","[""-73.541053""]","[""28 Bell St, Stamford, CT 06901 ""]","[""J-1772""]","["" kW""]","[""3 Stations""]","[""0""]","[""0""]","[""0""]","[""""]",Sun Jun 01 2025 18:00:36 GMT-0400 (Eastern Daylight Time)
https://www.plugshare.com/location/123637,"[""41.651455""]","[""-72.655906""]","[""372 West St, Rocky Hill, CT 06067, USA ""]","[""J-1772""]","["" kW""]","[""1 Station""]","[""0""]","[""0""]","[""0""]","[""""]",Sun Jun 01 2025 18:00:39 GMT-0400 (Eastern Daylight Time)
https://www.plugshare.com/location/124114,"[""41.938709""]","[""3.215718""]","[""Playa de Fornells, S/N, 17255 Begur, Girona, Spain ""]","[""Type 2""]","[""11 kW""]","[""1 Station""]","[""0""]","[""0""]","[""0""]","[""Tesla Destination""]",Sun Jun 01 2025 18:00:42 GMT-0400 (Eastern Daylight Time)
https://www.plugshare.com/location/124467,"[""41.967606""]","[""1.337796""]","[""Rectoria de Madrona s/n, 25286‎ Pinell de Solsonès‎ Catalonia, Spain ""]","[""Caravan Mains Socket""]","["" kW""]","[""1 Station""]","[""0""]","[""0""]","[""0""]","[""""]",Sun Jun 01 2025 18:00:45 GMT-0400 (Eastern Daylight Time)
https://www.plugshare.com/location/124581,"[""41.264535""]","[""-72.561862""]","[""1288 Boston Post Rd, Madison, CT 06443 ""]","[""J-1772""]","["" kW""]","[""2 Stations""]","[""0""]","[""0""]","[""0""]","[""""]",Sun Jun 01 2025 18:00:48 GMT-0400 (Eastern Daylight Time)
https://www.plugshare.com/location/125229,"[""41.563733""]","[""-72.71299""]","[""300 Country Club Rd, Middletown, CT 06457 ""]","[""J-1772""]","["" kW""]","[""1 Station""]","[""0""]","[""0""]","[""0""]","[""""]",Sun Jun 01 2025 18:00:51 GMT-0400 (Eastern Daylight Time)
https://www.plugshare.com/location/125367,"[""41.48033142089844""]","[""-72.776123046875""]","[""108 Leigus Rd, Wallingford, CT 06492 ""]","[""J-1772""]","[""6.24 kW""]","[""4 Stations""]","[""2""]","[""0""]","[""2""]","[""Blink""]",Sun Jun 01 2025 18:00:55 GMT-0400 (Eastern Daylight Time)
https://www.plugshare.com/location/125836,"[""44.181975""]","[""28.648739""]","[""Bulevardul Tomis 104, Constanța 900178, Romania ""]","[""Type 2""]","[""7 kW""]","[""2 Stations""]","[""0""]","[""0""]","[""0""]","[""""]",Sun Jun 01 2025 18:00:57 GMT-0400 (Eastern Daylight Time)
https://www.plugshare.com/location/126473,"[""41.134252427752145""]","[""1.168307093254084""]","[""Extrarradio Reste Poligon, 111, 43110 La Canonja, Tarragona, Spain ""]","[""Type 2"",""CCS2""]","[""43 kW"",""150 kW""]","[""2 Stations"",""2 Stations""]","[""0"",""0""]","[""0"",""0""]","[""0"",""0""]","[""Supercharger"",""Supercharger""]",Sun Jun 01 2025 18:01:00 GMT-0400 (Eastern Daylight Time)
https://www.plugshare.com/location/127035,"[""41.231435""]","[""-73.051863""]","[""881 Boston Post Rd, Milford CT 06460, United States ""]","[""NACS (Tesla)""]","["" kW""]","[""3 Stations""]","[""0""]","[""0""]","[""0""]","[""""]",Sun Jun 01 2025 18:01:03 GMT-0400 (Eastern Daylight Time)
https://www.plugshare.com/location/127307,"[""41.04005""]","[""-73.542402""]","[""100 Washington Blvd, Stamford, CT 06902 ""]","[""J-1772"",""Wall""]","["" kW"","" kW""]","[""2 Stations"",""2 Stations""]","[""0"",""0""]","[""0"",""0""]","[""0"",""0""]","["""",""""]",Sun Jun 01 2025 18:01:07 GMT-0400 (Eastern Daylight Time)
https://www.plugshare.com/location/127825,"[""41.31027""]","[""2.027422""]","[""Avinguda Olof Palme, 24, 08840 Viladecans, Barcelona, Spain ""]","[""Type 2""]","[""11 kW""]","[""1 Station""]","[""0""]","[""0""]","[""0""]","[""Tesla Destination""]",Sun Jun 01 2025 18:01:09 GMT-0400 (Eastern Daylight Time)
https://www.plugshare.com/location/12821,"[""41.805035""]","[""-72.243202""]","[""9 Dog Lane, Storrs Mansfield, CT, 06269, USA ""]","[""J-1772""]","["" kW""]","[""4 Stations""]","[""0""]","[""0""]","[""0""]","[""""]",Sun Jun 01 2025 18:01:12 GMT-0400 (Eastern Daylight Time)
https://www.plugshare.com/location/128651,"[""41.454959""]","[""2.226673""]","[""Carrer d'Anna Tugas, 26 , 08917‎ Badalona‎ Catalunya, Espanya ""]","[""CHAdeMO"",""CCS2"",""Type 2"",""Wall (Euro)""]","["" kW"","" kW"","" kW"","" kW""]","[""1 Station"",""1 Station"",""1 Station"",""2 Stations""]","[""0"",""0"",""0"",""0""]","[""0"",""0"",""0"",""0""]","[""0"",""0"",""0"",""0""]","["""","""","""",""""]",Sun Jun 01 2025 18:01:15 GMT-0400 (Eastern Daylight Time)
https://www.plugshare.com/location/129356,"[""41.498096""]","[""2.072692""]","[""15-17 Cami de Can Camps, San Cugat, Barcelona, Spain ""]","[""Type 2"",""CCS2""]","[""43 kW"",""150 kW""]","[""12 Stations"",""12 Stations""]","[""0"",""0""]","[""0"",""0""]","[""0"",""0""]","[""Supercharger"",""Supercharger""]",Sun Jun 01 2025 18:01:19 GMT-0400 (Eastern Daylight Time)
