lat,long,checkins,address,name,station_info,urlsave,date_pull
38.410951,-82.487125,All Checkins (227),"https://www.google.com/maps/dir//432 18th St W, Huntington, WV 25704, USA","Sheetz | Huntington, WV | EV Station",NACS (Tesla) 8 Plugs 150 kW 8 Stationscheck_circle0 Availableaccount_circle0 In Useremove_circle0 UnavailableSupercharger Non-networked,https://www.plugshare.com/location/140578,Mon May 12 13:55:02 2025
